,Label
516483,0
378280,0
102358,0
305793,0
80048,0
388072,0
467567,0
149626,0
73312,0
427650,0
314399,0
257425,0
306711,0
335095,0
109024,0
543934,0
260662,0
572988,0
571690,0
280094,0
13984,0
447698,0
297892,0
423892,0
70183,0
548329,0
288213,0
98453,0
541751,0
523713,0
22339,0
452984,0
198556,0
488718,0
515407,0
219378,0
344540,0
314179,0
474908,0
381156,0
344609,0
398903,0
25818,0
42607,0
342067,0
147258,0
9578,0
282176,0
414239,0
451837,0
446314,0
226088,0
77974,0
392417,0
479965,0
351549,0
360284,0
404727,0
209839,0
512035,0
260562,0
385036,1
5878,0
186284,0
309365,0
563796,0
310653,0
384429,0
120081,0
462240,0
323701,0
243607,0
288551,0
467355,0
345131,0
235640,0
62663,0
32899,0
252190,0
328754,0
478367,0
60436,0
446081,0
142985,0
59967,0
23901,0
458698,0
259327,0
173234,0
377290,0
357614,0
423733,0
310785,0
132943,0
317324,0
195426,0
562842,0
481158,0
355531,0
419741,0
241557,0
74093,0
38709,0
257993,0
440344,0
431812,0
324688,0
298838,0
78447,0
494553,0
290658,0
318021,0
116490,0
77811,0
300841,0
137776,0
208879,0
556755,0
223293,0
38399,0
304464,0
404375,0
234591,0
242448,0
165209,0
392152,0
546042,0
254085,0
525857,0
126549,0
290533,0
173104,0
245542,0
215973,0
112037,0
84276,0
420627,0
452590,0
346495,0
372854,0
58450,0
471105,0
10274,1
525838,0
369739,0
129088,0
541268,0
31914,0
71159,0
396792,0
375249,0
422807,0
414753,0
385158,0
58861,0
336402,0
240222,0
235541,0
442261,1
227191,0
8288,0
265887,0
318736,0
488195,0
204094,0
32242,0
467991,0
177858,0
489554,0
156308,0
48321,0
394932,0
72052,0
409262,0
377502,0
167837,0
205145,0
492501,0
454029,0
533064,0
470404,0
101922,0
165770,0
400712,0
18850,0
149334,0
419983,0
235241,0
227733,0
562580,0
338859,0
404562,0
448000,0
441318,0
9726,1
551627,0
371571,0
359903,0
511112,0
40086,0
478190,0
326085,0
572430,0
406458,0
334983,0
294576,0
417947,0
82274,0
149847,0
387046,0
284797,0
476648,0
275735,0
239273,0
438775,0
502038,0
336658,0
558945,0
376782,0
369422,0
328860,0
275872,0
162821,0
134032,0
454809,0
387306,0
75745,1
94896,0
229885,0
203631,0
527635,0
237269,0
549652,0
473560,0
297025,0
192886,0
209762,0
24163,0
493544,0
417452,0
355980,0
439360,0
281289,0
92894,0
468031,0
146253,0
272621,0
290287,0
136117,0
262434,0
150563,0
103335,0
548635,0
9284,0
86014,0
195603,0
297272,0
380827,0
428760,0
114669,0
24239,0
145633,0
327227,0
42145,1
430052,0
162203,0
116632,0
145558,0
110665,0
372157,0
479334,0
541507,0
512989,0
554352,0
216096,0
203760,0
2950,0
321691,1
502217,0
320628,0
196757,0
480824,0
256462,0
478519,0
71424,0
316818,0
49860,0
567023,0
285565,0
258249,0
93788,0
347289,0
399148,0
311002,0
451575,0
419786,0
298382,0
420379,0
205232,0
432632,0
272707,0
6656,0
301651,0
323986,0
76046,1
6438,0
456684,0
347544,0
298300,0
363491,0
376043,0
77490,0
541083,0
541473,0
207098,0
76979,0
477199,0
174252,0
33341,0
335626,0
34903,1
570598,0
209567,0
506945,0
498474,0
197672,0
230341,0
386542,0
27572,0
60290,0
498940,0
314365,0
410068,0
524909,0
417627,0
453409,0
452438,0
198910,1
543947,0
476286,0
320713,1
552220,0
122562,0
234243,0
259733,0
65668,0
251289,0
327386,0
145105,0
553820,0
324477,0
470316,0
22608,0
389776,0
16714,0
397893,0
533588,0
298918,0
40667,0
452324,0
50458,0
103405,0
369242,0
309148,0
542376,0
137994,0
409561,0
359235,0
212685,0
57319,0
75399,0
82749,0
381930,0
424413,0
312924,0
516811,0
269667,0
106894,0
18968,0
67267,0
370199,1
449157,0
75503,1
76055,0
263692,0
116621,0
141472,0
89922,0
152216,0
310428,0
54951,0
115197,0
274191,0
303184,0
383102,0
21352,0
118574,0
171515,0
333438,0
4341,1
37822,0
248212,0
327133,0
220166,0
343575,0
559567,1
270697,1
481700,0
171247,0
373556,0
243838,0
127222,0
328379,0
491343,0
123573,0
476091,0
214808,0
492627,0
42983,0
553535,0
158113,0
368232,0
371810,0
526480,0
315332,0
440558,0
217544,0
203497,0
152361,0
90849,0
381844,0
518813,0
534649,0
23142,0
136368,0
186299,0
216385,0
365931,0
187335,0
537954,0
186612,0
235213,0
399000,0
300788,0
437628,0
56190,0
53738,0
93164,0
533715,0
127305,0
516815,0
338835,0
265564,0
78142,0
167760,0
146137,0
8926,0
385078,0
565206,0
351207,0
383671,0
519365,0
120792,1
106968,0
502817,0
510549,0
462856,1
192629,0
458373,0
59193,0
289143,0
461095,0
537056,0
418174,0
570942,0
105859,0
236420,0
141759,0
202027,0
62528,0
91021,0
383839,0
293592,0
84210,0
364799,0
32060,0
496830,0
272332,0
159488,0
370329,0
104609,0
64091,1
384884,0
574397,0
149418,0
161103,0
548560,0
573052,0
323987,0
76134,0
269345,0
28853,0
61473,0
375452,0
230511,0
550939,0
483944,0
80454,0
392419,0
258440,0
136185,0
514718,0
146663,0
132700,0
483473,0
136026,0
480211,0
488893,0
34938,0
218274,0
295725,0
526372,0
507288,0
118627,0
464388,0
383746,0
546440,0
355651,1
172615,0
378587,0
452550,0
306661,0
302902,0
386586,0
532102,0
359824,0
91019,0
142127,0
112786,0
42474,0
463853,0
95070,1
512145,0
252342,0
72543,0
305257,0
285146,0
326121,0
530706,0
543570,0
336639,0
264987,0
195929,0
238394,0
462497,0
114777,0
448351,0
301393,0
377569,1
328001,0
218083,0
11912,0
470173,0
219065,0
1928,1
45700,0
536869,0
191419,0
213947,0
360972,0
355071,0
232047,0
408473,0
325441,0
326643,0
523941,0
293784,0
302440,0
163105,0
83164,0
476410,0
572488,0
141555,0
12215,0
156718,0
15637,0
480752,0
140379,0
147967,0
456123,0
313583,0
261162,0
46012,0
293966,0
247346,0
92761,0
107081,0
510765,0
346565,0
516836,0
157005,0
486970,0
518494,0
468428,0
479502,0
549141,0
61484,0
433871,0
14269,0
105509,0
31730,0
376814,0
284081,0
371169,0
385045,0
290003,0
296617,0
428564,0
170181,0
162106,0
260744,0
189528,0
445254,0
436849,1
363225,0
69498,0
53401,0
386486,0
495471,0
380173,0
311020,0
360842,0
486761,0
417850,0
563330,0
189659,0
412229,0
13666,0
75534,0
233660,0
252374,0
389412,0
352209,0
242364,0
201851,0
535702,0
318347,0
150602,0
538677,0
434857,0
283969,0
414461,0
159320,0
491294,0
415774,0
343221,0
151664,1
494048,0
367059,0
186261,0
34102,0
251533,0
187079,0
419133,0
345300,0
374625,0
501994,0
127884,0
3937,0
146176,0
494304,0
30971,0
200297,0
119512,0
328267,0
225813,0
12924,0
462737,0
349011,0
17523,0
126354,0
94523,0
430943,0
528450,0
460258,0
214943,0
266767,1
550185,0
266279,0
315733,0
560763,0
418245,0
528234,0
408933,0
277603,0
208222,0
524495,0
301538,0
315012,0
568584,0
478043,0
403994,0
286187,0
516425,0
19341,0
261466,0
146724,0
93578,0
260323,0
545174,0
6477,0
32363,0
494732,0
103183,0
181512,0
474304,0
91637,0
188163,0
342542,0
547850,0
529761,0
225422,0
497559,0
66364,0
120287,0
544736,0
351963,0
163445,0
180499,0
233218,0
201596,0
245744,0
437051,0
257655,0
263931,0
92878,0
351110,0
431320,0
571478,0
564068,0
283720,0
347728,0
307659,0
133703,0
237162,0
432554,0
428832,0
8808,0
381958,0
65261,0
178741,0
58282,0
298850,0
405534,0
450846,0
134335,0
347997,0
368167,0
308039,0
226929,1
535181,0
16576,0
551064,0
248169,0
389615,0
422163,0
415459,0
21197,0
396814,0
324908,0
545736,0
100287,0
176209,0
411185,0
264781,0
358025,0
470514,0
477446,0
480916,0
54904,0
121919,0
345854,0
324913,0
27677,0
477423,0
529508,0
532013,0
399540,0
16885,0
509528,0
420293,0
315136,0
325795,0
186295,0
106832,0
573561,0
390625,0
67181,0
13315,0
263077,0
535059,0
41123,0
471732,0
207144,0
448407,0
96877,1
177581,0
2314,1
571327,0
537078,0
1459,0
115777,0
11956,0
440143,0
114473,0
22025,0
199727,0
49946,0
356886,0
560604,0
214707,0
242100,0
322185,0
43220,0
125553,0
85584,0
2491,0
368724,0
559403,0
521426,0
43103,0
80678,0
165403,0
77334,0
219485,0
385253,0
300031,0
138681,0
530198,0
325800,0
530640,0
467698,0
123109,0
325225,0
157608,0
177398,0
201808,0
431621,1
413442,0
362436,0
267178,0
389496,0
411214,0
120070,0
398357,0
510521,0
286844,0
450727,0
424644,0
448419,0
237517,0
574016,0
280595,0
89304,0
234715,0
274203,0
454219,0
572842,0
194753,0
380798,0
221604,0
407389,0
328266,0
509304,0
270333,0
555522,0
418550,0
253956,0
234689,0
248573,0
501350,0
110622,0
519885,0
83535,0
411288,0
545113,0
175581,0
319805,0
63954,0
509744,0
331194,0
195461,0
209033,0
183113,0
235668,0
27385,0
182218,0
333864,0
307133,0
568936,0
147347,0
251501,0
560892,0
264616,0
414409,0
110379,1
557328,0
439150,0
119226,0
226134,0
533986,0
49757,0
248834,0
453196,0
65074,0
544000,0
111400,0
485756,0
382338,0
238862,0
173566,0
401251,0
493678,0
74037,0
362393,0
480302,1
286048,0
178544,0
235860,0
303523,0
275718,0
395307,0
55960,0
236141,0
115321,0
1743,0
400786,0
10512,0
167229,0
268030,0
138535,0
410898,0
114867,0
388775,0
511428,0
118765,0
56926,0
163664,0
345959,0
64272,1
241590,0
561120,0
114211,0
5926,0
385340,0
5962,0
420484,0
249323,0
187657,0
182116,0
255931,0
288257,0
251277,0
128993,0
249179,1
353628,0
518140,0
331372,0
198393,0
567556,0
523218,0
184248,0
60307,0
571532,0
93939,0
539460,0
269851,0
423627,0
383922,0
51740,0
552327,0
478263,0
175778,0
153450,0
477134,0
99581,0
7334,0
47501,0
228703,0
46850,0
478296,0
419381,0
460741,0
558324,0
511539,0
68165,0
468186,0
150439,0
405786,0
409866,0
564748,0
68701,0
493760,0
171184,0
272777,0
516400,0
191702,0
143631,0
146202,0
492330,0
491395,0
48190,0
145456,0
447518,0
244247,0
130834,0
157293,0
204899,0
220540,1
440392,0
149628,0
557730,0
319732,0
71500,0
366164,0
257017,0
313206,0
367902,0
124714,0
555100,0
306157,0
556970,0
448994,0
226885,0
210557,0
360480,0
323092,0
387492,0
507563,0
23361,0
5657,1
100905,0
226879,0
363659,0
252278,0
266843,0
193230,0
420120,0
114984,0
566640,0
282026,0
348983,0
463525,0
336834,0
339602,0
12150,0
469937,0
358208,0
122336,0
517735,0
332128,0
59205,0
336662,0
361989,0
93611,0
207801,0
571601,0
105252,0
23127,0
480277,0
35729,0
269872,0
169936,0
184380,0
226819,0
323454,0
263747,0
485964,0
421219,0
206803,0
464950,0
485575,0
214011,0
139736,0
88299,0
360693,0
531422,0
353382,0
117972,0
221087,0
237645,0
44561,0
405814,0
190265,0
291087,0
310400,0
11539,0
357041,0
408997,0
547699,0
241303,0
182722,0
536571,0
279457,0
528803,0
350260,0
538508,0
460339,0
496708,0
13951,0
44352,0
440948,0
527184,0
45712,0
45498,0
53188,0
4410,0
431029,0
188014,1
39441,0
72764,0
504956,0
188253,0
441576,0
868,0
498469,0
358452,0
237629,0
217672,0
42475,0
382238,0
331958,0
63053,0
551458,0
427211,0
183687,0
300981,0
163056,0
185596,0
198776,0
550477,0
270172,0
38549,1
91664,0
185057,0
58047,0
105138,0
15590,0
192005,0
503029,0
202453,0
49302,0
539873,0
487467,0
434702,0
491654,1
324238,0
250151,0
147770,0
313535,0
163262,0
73921,0
270447,0
531042,0
441545,0
273290,0
426124,0
514501,0
261067,0
564042,0
396804,0
532990,0
188101,0
400112,0
41418,0
485474,0
371399,0
73248,0
269051,0
57389,0
376406,0
520781,0
255796,0
41875,0
98627,0
494852,0
397404,0
90985,0
157735,0
122427,0
47984,0
460417,0
68583,0
258483,1
115243,0
24945,0
374264,0
166152,0
466297,0
263836,0
205030,0
244027,0
24971,1
391899,0
22586,0
138831,0
207896,0
512873,0
538361,0
49312,0
416517,0
185015,0
279867,0
123612,0
355640,0
330214,0
538217,0
314398,0
428045,0
319190,0
381269,0
370394,0
383015,0
101985,0
468837,0
27600,0
520927,0
254487,0
219041,0
323306,0
351806,0
486683,0
433065,0
84294,0
63247,0
554346,0
571432,0
116918,0
393858,0
500050,0
544316,0
512592,0
153769,0
308406,0
314260,1
86249,0
278075,0
297011,0
512202,0
42915,0
338592,0
478279,0
261083,0
357318,0
123118,0
408849,0
243609,0
312399,0
174105,0
193588,0
554742,0
455397,0
483872,0
328399,0
418792,0
13443,0
446115,0
12581,0
78736,0
203563,0
407000,0
305602,0
181472,0
539760,0
25547,0
169344,0
160095,0
23401,0
221418,0
12388,0
222957,0
152750,0
95074,0
474801,0
124899,0
191574,0
177252,0
416320,0
422313,0
276679,0
298228,0
401637,0
136094,0
386251,0
83445,0
384635,0
64008,0
496162,0
179492,0
109016,0
435510,0
515164,0
358755,0
214133,0
15329,0
290904,0
159509,0
190035,0
565647,0
504216,0
112254,0
153806,0
200134,0
87172,0
224922,0
505776,0
262187,0
218567,0
330531,0
192703,0
512697,0
263402,0
9656,0
159576,0
33266,0
427871,0
335988,0
481168,0
39687,0
427294,0
391241,0
171413,0
245534,0
208699,0
514431,0
134998,0
388001,0
569822,0
960,0
3669,0
331556,0
106212,0
176844,0
83679,0
284927,0
541988,0
489368,0
343063,1
78236,0
343150,0
244791,0
312656,0
220181,0
247049,0
100726,0
29206,0
12108,0
324195,0
460684,0
397000,0
566372,0
338837,0
4646,0
414203,0
113509,0
484648,0
133094,0
292992,0
493056,0
437542,0
349254,0
357428,0
447217,0
167952,0
423144,0
218268,0
402541,0
310030,0
224413,0
530073,0
328245,0
515090,0
344396,0
270030,0
316396,0
486261,0
7932,0
340826,0
534564,0
435553,0
282625,0
565210,0
19847,0
191321,0
465039,0
473046,0
290852,0
467260,0
246344,0
216276,0
508674,0
505537,0
272341,0
370767,0
432114,0
291700,0
220783,0
573374,0
9294,0
548145,0
510397,0
117625,0
491202,0
448963,0
152648,0
395416,0
82957,0
347841,0
213656,0
40109,0
393323,0
267283,0
260511,0
86013,0
542728,0
259230,0
522827,0
497016,0
190771,0
343940,0
85762,0
307666,0
289658,0
505947,0
506200,0
33983,0
179005,0
52904,0
512681,0
253686,0
484213,0
148750,0
240494,0
420937,0
168351,0
511210,0
284244,0
428911,0
48893,0
24808,0
519718,0
229785,0
334185,0
251474,0
352223,0
145526,0
162841,0
306408,0
549672,0
321294,0
476598,0
314817,0
255523,0
74283,0
352298,0
138849,0
314889,0
188186,0
228057,0
394080,0
344563,0
243394,0
538256,0
227718,0
45402,0
162871,0
78005,0
470049,0
301447,0
66490,0
273239,0
515101,0
511926,0
57170,0
324609,0
206822,0
85838,0
372232,0
153956,0
208645,0
489981,0
324136,0
483903,0
366669,0
519546,0
1204,0
383841,0
492850,0
322759,0
435383,0
26876,0
487046,0
282146,0
451577,0
304626,0
285674,0
381743,0
229965,0
18760,0
329793,0
319267,0
309369,0
530939,0
317566,0
370273,0
91140,0
111049,0
496189,0
113280,0
215829,0
347005,0
505948,0
502585,0
483715,0
216332,0
56088,0
7631,0
310906,0
64995,0
460327,0
571099,0
24016,0
412966,0
202051,0
358136,0
152926,0
263324,0
148847,0
140056,0
494302,0
527193,0
115015,0
63615,0
507358,0
109809,0
62348,0
393208,1
100032,0
389216,0
382191,0
234257,0
212142,0
291975,0
521072,0
115037,0
280013,0
134945,0
149153,0
270926,0
171766,0
551954,0
337122,0
482343,0
548001,0
387590,0
508834,0
102174,0
52334,0
292625,0
253710,0
437571,0
165840,0
388495,0
197514,0
43475,0
545286,1
144965,0
223459,1
247625,0
160881,0
339354,0
439084,0
260188,0
315034,0
29567,0
352623,0
325071,0
209996,0
554458,0
85571,0
248889,0
378598,0
261304,0
111321,0
287370,0
285164,0
239164,0
134410,0
92936,0
269457,0
508075,1
531002,0
220009,0
22347,0
370018,0
564960,0
403696,0
96779,0
452491,0
248994,0
442501,0
38966,0
235581,0
542973,0
462940,0
157971,0
266715,0
523376,0
133441,0
549058,0
49887,0
22832,0
245017,0
31858,0
562460,0
39219,0
327832,0
304462,0
351661,0
309990,0
539138,0
283487,0
314645,0
480247,0
227645,0
201377,0
35839,0
317356,1
84267,0
63708,0
240967,0
507324,0
307925,0
122381,0
477849,0
149292,0
26644,1
248354,0
325829,0
503534,0
306592,0
197739,0
392572,0
442399,0
574385,0
439676,0
28205,0
367150,0
374110,0
290608,0
545481,0
561945,0
4876,0
362582,0
225976,0
53627,0
462701,0
212860,0
67374,0
533441,0
369397,0
226123,0
263028,0
451401,0
315450,0
460642,0
51474,0
305098,0
384345,0
489928,0
247612,0
78622,0
140195,0
44700,0
193225,0
157674,0
324757,0
113670,0
254315,0
449384,0
454921,0
375920,0
468868,0
467215,0
574564,0
256137,0
184541,0
196539,0
319454,1
29913,0
430019,0
555052,0
480201,0
120586,0
300045,0
306459,0
437370,0
428427,0
178226,0
363061,0
150672,0
257269,0
448633,0
384728,0
377902,0
245820,0
12980,1
366905,0
297511,0
312335,0
397800,0
9741,0
454954,0
423413,1
467936,0
460566,0
497999,0
292518,0
122121,0
491725,0
30449,0
358806,0
367426,0
331277,0
184701,0
305360,0
212611,0
132011,0
149396,0
475754,0
525980,0
569495,0
258090,0
105483,1
100482,0
209376,0
427845,0
170865,0
319041,0
305911,0
163991,0
303633,0
248303,0
215271,0
480522,0
389485,0
276339,0
480988,0
395396,1
406580,0
357364,0
381021,0
168128,0
211535,0
106124,0
476616,0
113656,0
165708,0
487674,0
486013,0
361354,0
338447,0
508602,0
158312,0
302594,0
492773,0
129578,0
574107,0
35158,0
378591,0
459164,0
409784,0
495123,0
27790,0
387103,0
212367,0
430069,0
269946,0
223992,0
271862,0
568570,0
448053,0
301809,0
443482,0
19161,0
166768,0
556294,0
48155,1
406611,0
478995,0
445017,0
12347,0
501190,0
557109,0
155923,0
47557,0
134650,0
83798,0
263332,0
102677,0
39822,0
197853,0
474615,0
516111,0
464342,0
162587,0
465800,0
344968,0
162025,0
166465,0
550562,0
179474,0
105609,0
507894,0
26087,0
405073,0
484167,0
183967,0
398139,0
211714,0
38279,0
26862,0
168522,0
432535,0
392732,0
119402,0
277667,0
1947,0
500940,0
304855,0
538567,0
185436,0
67292,0
546595,0
395003,0
526770,0
162206,0
75831,0
437242,0
341093,0
340555,0
355890,0
432932,0
9664,0
490364,0
413352,0
512330,0
395848,0
258195,0
286738,0
525081,0
359748,0
164213,0
95758,0
363324,0
405222,0
379656,0
527713,0
504898,0
322062,0
84297,0
571817,0
284065,0
244964,0
344338,0
400143,0
235237,0
124142,0
443623,0
53133,0
258315,0
547231,0
218415,0
533340,0
543777,0
440212,0
545720,0
111534,0
258587,0
38691,0
95293,0
405088,0
103708,0
380416,0
527807,0
373197,0
205402,0
100014,0
413748,0
331960,0
211112,0
171039,0
553934,0
447254,0
65639,0
112592,0
391613,0
565044,0
499350,0
201154,0
552389,0
118345,0
375000,0
432534,0
218433,0
59511,0
481735,0
10510,0
427898,0
415848,0
564439,0
82020,0
207262,0
393704,0
122022,0
1448,0
13561,0
194410,0
129590,0
342547,0
23643,0
270222,0
82606,0
303829,0
303595,1
286584,0
168946,0
284305,0
304061,0
396424,0
439233,0
153687,0
223291,0
365627,0
232296,0
173777,0
131560,0
315072,0
289038,0
476882,0
548720,0
106747,0
62101,0
64298,0
127553,0
229068,0
33857,0
425214,0
567603,0
240223,0
480937,0
250433,0
155748,0
157333,0
235907,0
538095,0
53602,0
440779,0
484201,0
225564,0
349933,0
8844,0
536155,0
13349,0
171986,0
255722,0
88615,0
445857,0
473545,0
245058,0
208627,0
300181,0
454680,0
392531,0
227360,0
218017,0
173054,0
291047,0
234971,0
144379,0
397649,0
228849,0
273765,0
245255,0
38683,0
209743,0
465834,0
106426,0
146038,0
199542,0
317757,0
191531,0
194365,0
274184,0
52547,0
204887,0
157870,0
97759,0
121696,0
154954,0
118702,0
292986,0
413428,0
261520,0
159095,0
474547,0
253536,0
480717,0
98316,0
140169,0
160511,0
491401,0
155521,0
1060,0
100266,0
264296,0
101182,0
152751,0
215405,0
284849,0
100062,0
521041,0
434910,0
94042,0
105204,0
412381,0
377028,0
55467,0
57793,0
230129,0
17803,0
399038,0
186629,0
248715,0
7138,0
536205,0
405808,0
382506,0
518299,0
246628,0
252449,0
386040,0
434638,0
261893,0
338607,0
104685,0
159782,0
454246,0
384212,0
340830,0
539315,0
483151,0
560505,0
571806,0
402036,0
474689,0
49461,1
522934,0
188016,0
418915,0
36239,0
133780,0
241626,1
282903,0
509838,0
429110,1
572410,0
568793,0
312447,0
527855,0
385723,0
484158,0
31226,0
483386,0
107539,0
245600,0
225086,0
411010,0
260341,0
86994,0
122851,0
63934,0
348091,0
551897,0
513645,0
461006,0
39704,0
321030,0
560590,0
10168,0
212820,0
506877,0
405347,0
332717,0
200946,1
272990,0
178322,0
26884,0
574824,0
245507,0
332173,0
383733,0
568926,0
34208,0
500006,0
474005,0
541852,0
312967,0
125335,0
97083,0
566668,0
424555,0
563287,0
435249,1
414986,0
287527,0
541185,0
255568,0
464142,0
233391,0
121181,0
162965,0
220078,0
561723,0
126224,0
210497,0
57699,0
281265,0
402284,0
226481,0
424517,0
381363,0
46311,0
554580,0
463607,0
316653,0
274451,0
307578,0
58485,0
352576,0
96815,0
266427,0
311724,0
130381,0
425177,0
71524,0
110880,0
562193,0
348552,0
449999,0
497465,0
336869,0
180770,0
256127,0
315339,0
516382,0
353024,0
240010,0
433768,0
435871,0
480281,0
128645,0
171302,0
268138,0
174209,1
294329,0
424674,0
538817,0
374885,0
535573,0
201091,0
13812,0
311165,0
205716,0
548690,0
100913,0
269238,0
287508,0
289425,0
199285,0
76808,0
11496,0
158109,0
277569,0
486373,0
365552,0
395768,0
27381,0
337153,0
293341,0
416903,0
117191,0
114897,0
473679,0
524123,0
214129,0
371867,0
301261,0
547063,0
250069,0
325466,0
439814,0
289663,0
91779,0
552089,0
147253,0
113855,0
332214,0
109389,0
66541,0
537216,1
13280,0
101788,0
66046,0
462600,0
385018,0
563355,0
288658,0
270514,0
296172,0
243455,0
209293,0
349992,0
330791,0
152738,0
40234,1
449285,0
316957,0
60511,0
406273,0
123404,0
569870,0
41837,0
540973,0
210342,0
21065,0
513242,0
140381,0
388141,0
4519,0
200598,0
165489,0
297187,0
49664,0
539959,0
11739,0
431353,0
498199,0
535228,0
310641,0
415662,0
551465,0
399572,0
135215,0
423004,0
321629,0
568353,0
571667,0
557131,0
182225,0
19744,0
102474,0
269978,0
308047,0
564785,0
45169,0
49557,0
157396,0
279382,0
336401,0
404240,0
300198,0
535448,0
242892,0
404553,0
18046,1
548871,0
512284,0
267529,0
318199,0
436521,0
538977,0
165223,0
235253,0
503152,0
315632,0
561422,0
369047,0
365153,0
441839,0
480652,0
374076,0
467687,0
17597,0
456036,0
5885,0
339986,0
18847,0
532440,0
536924,0
173543,0
544228,0
142770,0
199893,0
419689,0
138636,0
126498,0
471329,0
25404,0
244570,0
187615,0
315999,0
469537,0
327465,0
359679,1
553625,0
80659,0
235825,0
276066,0
375564,0
166851,0
430693,0
227594,0
176939,0
63330,0
203639,0
564493,0
349456,0
520388,0
423098,0
88439,0
208554,0
568313,0
99846,0
241778,0
155360,0
327536,0
534229,0
413517,0
314382,0
110768,0
474455,0
409368,0
142244,0
87415,0
382925,0
110361,0
177785,0
498753,0
309284,0
466800,0
290962,0
231114,0
405727,0
326086,0
373187,0
342891,0
89825,1
452842,0
549870,0
387375,0
517672,0
172746,0
138165,0
523526,0
403942,0
520958,0
253096,0
549635,0
481375,0
221025,0
370305,0
421211,0
31747,0
574314,0
273179,0
58989,0
492626,0
162880,0
146568,0
477826,0
181205,0
397137,0
280907,0
167642,0
38427,0
384725,0
520079,0
376028,0
221441,0
171328,0
278385,0
554548,0
110051,0
145130,0
379006,0
294202,0
257775,0
137171,0
453309,1
509896,0
10599,0
472063,0
241516,0
377570,0
447334,0
194185,0
25214,0
524466,0
198953,0
93730,0
395634,0
249052,0
208128,0
323650,0
141925,0
485730,0
377530,0
416437,0
473548,0
258452,0
136672,0
23943,0
327352,0
369882,0
477597,0
354666,0
567242,0
127629,0
262839,0
288927,0
550480,0
464286,0
528289,0
87211,0
558792,0
514524,0
13633,1
565213,0
358396,0
368921,0
279666,0
217800,0
475986,0
559199,0
116351,0
321887,0
79771,0
442184,0
69558,0
69553,0
573914,0
524987,0
92420,0
529340,0
173001,0
203659,0
484459,0
410133,0
271718,0
482211,0
122857,0
474797,0
483832,0
453404,0
467806,0
202699,0
409536,0
135162,0
431671,0
352932,0
256942,0
387433,0
290331,0
255937,0
130737,0
205442,0
312917,0
107286,0
403867,0
464353,0
379889,0
216147,0
383128,0
509319,0
408832,0
554809,0
273039,0
122945,0
523605,0
460742,0
49546,0
515970,0
357582,0
119320,0
411675,0
250538,0
479286,0
86845,0
292963,0
119565,0
309141,0
316529,0
526335,0
433799,0
315434,0
242984,0
23210,0
65166,0
63143,1
115316,0
3276,0
338360,0
473986,0
165493,0
479845,0
4834,0
50313,0
433615,0
534280,0
475949,0
552999,0
53831,0
202096,0
476315,0
286295,0
18707,0
465443,0
530494,0
488768,0
397515,0
149194,0
400941,0
414961,0
109228,0
558332,0
544893,1
133106,0
211311,0
141955,0
59738,0
445828,0
135070,0
182152,0
33660,0
203099,0
200333,0
355051,0
417231,0
477104,0
249646,0
394175,0
7532,0
249805,0
439941,0
433184,0
172502,0
559221,0
115728,0
250329,0
307518,0
499490,0
534571,0
11963,0
4688,0
314896,0
449053,0
513591,0
413127,0
336916,0
50651,0
428600,0
532936,0
88009,0
240527,0
467820,0
492466,0
10368,0
132340,1
160193,0
36096,0
34194,0
135092,0
164668,0
115194,0
355326,0
221808,0
391249,0
285774,0
91475,0
107726,0
104867,0
482042,0
96523,0
167921,0
399102,0
501623,0
573698,0
255865,1
256042,0
302058,0
345528,0
121031,0
153159,0
320221,0
467018,0
391269,0
365397,0
347411,0
117441,0
228548,0
450391,0
169334,0
38104,0
416100,0
52090,0
460294,0
10120,0
333610,0
25689,1
570834,0
86513,0
443583,0
40604,0
19428,0
266904,0
304648,0
117165,0
351041,0
125112,0
142078,0
56601,0
335227,0
31405,0
158521,0
551046,0
303607,0
500384,0
453841,0
33710,0
118608,0
252259,0
138959,0
485636,0
137928,0
351118,0
312629,0
68241,0
101583,0
543860,0
306050,0
149005,0
552475,0
291881,0
182625,0
86372,0
85060,0
484957,0
194073,0
474209,0
539811,0
352799,0
225294,0
60237,0
431019,0
280917,0
453665,0
346592,0
222287,0
367085,0
507269,0
81891,0
126850,0
357789,0
173561,0
504607,0
500460,0
314586,0
513275,0
404107,0
99064,0
67537,0
346696,0
505873,0
108135,0
181679,0
416774,0
514664,0
329645,0
515388,0
335918,0
357858,1
111809,0
328168,0
101828,1
480772,0
226762,0
376362,0
394804,0
516380,0
324343,0
535966,0
494759,0
406644,0
395364,0
397729,0
495494,0
310413,0
117583,0
55423,0
512932,0
473020,0
434026,0
499524,0
136000,0
573763,0
372002,0
10007,0
197247,0
517854,0
355035,0
363436,0
256875,0
550822,0
546451,0
280553,0
227610,0
323162,0
534722,0
11879,0
167363,0
59566,0
167671,0
574239,0
281838,0
143066,0
519919,0
57252,0
253578,0
272049,0
186177,0
207254,0
62660,0
419647,0
353741,0
127644,0
60141,0
496616,0
28433,0
479425,0
505199,0
30665,0
494936,0
349999,0
303370,0
77736,0
405245,0
37886,1
547819,0
567832,0
264712,0
436149,0
110900,0
202517,0
494982,0
242942,0
317946,0
117472,0
32795,0
301345,0
150782,0
535561,0
275585,0
406828,0
246091,0
224072,0
564589,0
254312,1
312384,0
280875,0
430936,0
330642,0
292957,0
88063,0
235839,0
161339,0
3389,0
558093,0
115005,0
